Мономер,C12H8O2,Диоксин,Диоксины,184.194
Мономер,C12H8O2Cl,Хлордиоксин,Диоксины,219.644
Мономер,C10Si1N1H15,Диметилфенилсилилэтиленимин,Имины,177.322
Мономер,C12H8O2,Диоксин,Диоксины,184.194
Мономер,C12H8O2Cl,Хлордиоксин,Диоксины,219.644
Мономер,C12H8O2Cl,Хлордиоксин,Имины,219.644
Мономер,C10Si1N1H15,диметилфенилсилилэтиленимин,Имины,177.322
Полимер,C8H8,Полистирол (синдиотактический),Виниловые и родственные,104.15199999999999
Полимер,c1,лактоглобулин,биополимеры,0
Полимер,с,Лактоглобулин,биополимер,0.0
Полимер,с,Альбумин,биополимер,0.0
Полимер,с,Миоглобин,биополимер,0.0
Полимер,c1,Триптофан,биополимер,204.2252
Полимер,с,миоглобин,биополимер,0
Полимер,с,альбумин,биополимер,0
Полимер,с,миоглобин,биополимер,0
Полимер,c1,триптофан,биополимер,0
неизвестно,с,лизоцим,биополимеры,0
Полимер,c1,лактоглобулин,биополимеры,0
Полимер,c1,триптофан,биополимер,0
Полимер,с,альбумин,биополимер,0
неизвестно,с,мио,биополимеры,0
Полимер,с,мио,биополимеры,0
Мономер,C,Цирконийфосфат,Фосфаты,12.011
Полимер,c1,триптофан,биополимер,0
Полимер,с,альбумин,биополимер,0
Полимер,с,мио,биополимеры,0
